Date,Stock_Close
2000-05-05,65.31
2000-05-08,62.25
2000-05-09,62.5
2000-05-10,59.75
2000-05-11,63.5
2000-05-12,64.25
2000-05-15,64.06
2000-05-16,66.19
2000-05-17,65.19
2000-05-18,64.89
2000-05-19,62.38
2000-05-22,61.94
2000-05-23,60.81
2000-05-24,59.88
2000-05-25,59.38
2000-05-26,58.94
2000-05-30,59.0
2000-05-31,59.44
2000-06-01,61.69
2000-06-02,63.13
2000-06-05,60.75
2000-06-06,61.56
2000-06-07,60.0
2000-06-08,56.94
2000-06-09,58.69
2000-06-12,58.27
2000-06-13,57.19
2000-06-14,59.75
2000-06-15,59.63
2000-06-16,58.88
2000-06-19,57.38
2000-06-20,55.63
2000-06-21,56.88
2000-06-22,56.5
2000-06-23,57.06
2000-06-26,57.06
2000-06-27,56.5
2000-06-28,56.73
2000-06-29,54.5
2000-06-30,58.88
2000-07-03,56.69
2000-07-05,58.75
2000-07-06,57.69
2000-07-07,58.75
2000-07-10,59.31
2000-07-11,60.0
2000-07-12,60.25
2000-07-13,60.5
2000-07-14,61.13
2000-07-17,60.53
2000-07-18,59.0
2000-07-19,57.5
2000-07-20,57.38
2000-07-21,58.75
2000-07-24,59.06
2000-07-25,58.25
2000-07-26,57.38
2000-07-27,57.5
2000-07-28,57.44
2000-07-31,58.38
2000-08-01,59.25
2000-08-02,58.19
2000-08-03,57.13
2000-08-04,59.0
2000-08-07,61.0
2000-08-08,61.25
2000-08-09,60.88
2000-08-10,61.13
2000-08-11,60.75
2000-08-14,60.94
2000-08-15,60.06
2000-08-16,60.56
2000-08-17,62.5
2000-08-18,61.5
2000-08-21,63.5
2000-08-22,63.75
2000-08-23,64.09
2000-08-24,63.25
2000-08-25,63.25
2000-08-28,63.81
2000-08-29,62.56
2000-08-30,61.0
2000-08-31,62.44
2000-09-01,62.0
2000-09-05,61.25
2000-09-06,63.81
2000-09-07,63.5
2000-09-08,61.88
2000-09-11,62.88
2000-09-12,62.88
2000-09-13,62.94
2000-09-14,64.0
2000-09-15,63.94
2000-09-18,64.38
2000-09-19,62.63
2000-09-20,63.5
2000-09-21,62.25
2000-09-22,65.5
2000-09-25,66.75
2000-09-26,67.13
2000-09-27,68.81
2000-09-28,71.5
2000-09-29,69.38
2000-10-02,68.25
2000-10-03,70.63
2000-10-04,70.56
2000-10-05,72.75
2000-10-06,72.0
2000-10-09,70.06
2000-10-10,71.81
2000-10-11,71.5
2000-10-12,68.0
2000-10-13,69.69
2000-10-16,72.06
2000-10-17,69.69
2000-10-18,68.38
2000-10-19,64.0
2000-10-20,65.0
2000-10-23,63.5
2000-10-24,64.69
2000-10-25,64.0
2000-10-26,66.5
2000-10-27,67.25
2000-10-30,68.88
2000-10-31,69.81
2000-11-01,68.63
2000-11-02,68.75
2000-11-03,67.13
2000-11-06,69.81
2000-11-07,68.06
2000-11-08,67.69
2000-11-09,67.94
2000-11-10,66.19
2000-11-13,66.06
2000-11-14,67.31
2000-11-15,67.06
2000-11-16,68.56
2000-11-17,69.38
2000-11-20,69.0
2000-11-21,70.0
2000-11-22,70.19
2000-11-24,71.94
2000-11-27,69.94
2000-11-28,68.38
2000-11-29,69.38
2000-11-30,70.81
2000-12-01,70.5
2000-12-04,72.56
2000-12-05,75.88
2000-12-06,75.38
2000-12-07,75.31
2000-12-08,74.81
2000-12-11,72.25
2000-12-12,73.5
2000-12-13,71.63
2000-12-14,71.19
2000-12-15,71.19
2000-12-18,73.81
2000-12-19,74.75
2000-12-20,73.31
2000-12-21,75.0
2000-12-22,76.0
2000-12-26,77.69
2000-12-27,79.75
2000-12-28,78.69
2000-12-29,78.63
2001-01-02,75.25
2001-01-03,75.13
2001-01-04,73.56
2001-01-05,71.13
2001-01-08,72.38
2001-01-09,70.63
2001-01-10,72.25
2001-01-11,73.88
2001-01-12,70.69
2001-01-16,70.94
2001-01-17,72.13
2001-01-18,73.06
2001-01-19,71.06
2001-01-22,71.88
2001-01-23,72.75
2001-01-24,73.0
2001-01-25,75.56
2001-01-26,73.13
2001-01-29,73.6
2001-01-30,74.42
2001-01-31,74.98
2001-02-01,74.15
2001-02-02,73.96
2001-02-05,74.2
2001-02-06,74.36
2001-02-07,74.26
2001-02-08,75.01
2001-02-09,74.88
2001-02-12,75.0
2001-02-13,77.4
2001-02-14,77.0
2001-02-15,79.0
2001-02-16,78.25
2001-02-20,78.75
2001-02-21,79.12
2001-02-22,78.45
2001-02-23,77.25
2001-02-26,78.45
2001-02-27,79.65
2001-02-28,77.91
2001-03-01,78.01
2001-03-02,78.05
2001-03-05,80.1
2001-03-06,80.37
2001-03-07,81.69
2001-03-08,82.08
2001-03-09,81.7
2001-03-12,78.4
2001-03-13,79.25
2001-03-14,75.0
2001-03-15,75.75
2001-03-16,71.43
2001-03-19,73.05
2001-03-20,71.83
2001-03-21,69.72
2001-03-22,67.35
2001-03-23,67.0
2001-03-26,71.76
2001-03-27,74.46
2001-03-28,73.2
2001-03-29,74.55
2001-03-30,73.3
2001-04-02,73.4
2001-04-03,70.83
2001-04-04,71.4
2001-04-05,75.15
2001-04-06,73.78
2001-04-09,74.92
2001-04-10,74.6
2001-04-11,72.85
2001-04-12,75.38
2001-04-16,75.29
2001-04-17,75.6
2001-04-18,78.1
2001-04-19,77.3
2001-04-20,76.73
2001-04-23,76.66
2001-04-24,76.5
2001-04-25,76.45
2001-04-26,77.0
2001-04-27,78.5
2001-04-30,78.08
2001-05-01,78.45
2001-05-02,78.14
2001-05-03,78.31
2001-05-04,78.96
2001-05-07,78.4
2001-05-08,77.12
2001-05-09,76.75
2001-05-10,78.73
2001-05-11,79.1
2001-05-14,78.88
2001-05-15,79.4
2001-05-16,82.9
2001-05-17,84.65
2001-05-18,87.21
2001-05-21,86.3
2001-05-22,84.82
2001-05-23,84.55
2001-05-24,84.23
2001-05-25,83.25
2001-05-29,83.35
2001-05-30,81.7
2001-05-31,83.31
2001-06-01,83.17
2001-06-04,84.32
2001-06-05,84.88
2001-06-06,82.5
2001-06-07,83.21
2001-06-08,81.41
2001-06-11,80.48
2001-06-12,80.42
2001-06-13,80.26
2001-06-14,77.1
2001-06-15,74.75
2001-06-18,77.81
2001-06-19,74.75
2001-06-20,74.2
2001-06-21,74.2
2001-06-22,73.47
2001-06-25,73.56
2001-06-26,73.61
2001-06-27,73.38
2001-06-28,74.3
2001-06-29,73.26
2001-07-02,71.08
2001-07-03,72.95
2001-07-05,72.61
2001-07-06,72.85
2001-07-09,72.72
2001-07-10,71.9
2001-07-11,71.69
2001-07-12,74.4
2001-07-13,75.15
2001-07-16,75.0
2001-07-17,76.56
2001-07-18,75.25
2001-07-19,75.87
2001-07-20,76.1
2001-07-23,75.4
2001-07-24,73.87
2001-07-25,73.77
2001-07-26,73.18
2001-07-27,73.18
2001-07-30,72.48
2001-07-31,73.4
2001-08-01,72.36
2001-08-02,72.28
2001-08-03,72.25
2001-08-06,72.51
2001-08-07,73.06
2001-08-08,71.43
2001-08-09,72.7
2001-08-10,73.98
2001-08-13,72.98
2001-08-14,72.68
2001-08-15,70.84
2001-08-16,73.6
2001-08-17,71.75
2001-08-20,73.56
2001-08-21,72.1
2001-08-22,72.85
2001-08-23,72.9
2001-08-24,72.99
2001-08-27,72.76
2001-08-28,71.1
2001-08-29,69.0
2001-08-30,67.48
2001-08-31,68.4
2001-09-04,67.85
2001-09-05,67.95
2001-09-06,67.76
2001-09-07,65.64
2001-09-10,66.2
2001-09-17,47.5
2001-09-18,49.07
2001-09-19,47.65
2001-09-20,41.64
2001-09-21,42.25
2001-09-24,44.6
2001-09-25,46.8
2001-09-26,44.65
2001-09-27,45.25
2001-09-28,46.5
2001-10-01,47.25
2001-10-02,48.96
2001-10-03,51.07
2001-10-04,52.3
2001-10-05,51.7
2001-10-08,51.9
2001-10-09,51.0
2001-10-10,52.2
2001-10-11,52.7
2001-10-12,51.84
2001-10-15,53.02
2001-10-16,54.0
2001-10-17,52.0
2001-10-18,50.4
2001-10-19,51.9
2001-10-22,52.76
2001-10-23,52.95
2001-10-24,53.28
2001-10-25,54.47
2001-10-26,57.01
2001-10-29,54.44
2001-10-30,53.46
2001-10-31,53.89
2001-11-01,53.7
2001-11-02,54.28
2001-11-05,55.26
2001-11-06,56.66
2001-11-07,55.6
2001-11-08,56.85
2001-11-09,57.06
2001-11-12,55.3
2001-11-13,56.95
2001-11-14,58.18
2001-11-15,57.75
2001-11-16,58.38
2001-11-19,59.45
2001-11-20,58.8
2001-11-21,58.81
2001-11-23,59.55
2001-11-26,60.45
2001-11-27,59.82
2001-11-28,59.14
2001-11-29,61.55
2001-11-30,60.2
2001-12-03,58.91
2001-12-04,60.91
2001-12-05,61.65
2001-12-06,61.8
2001-12-07,61.08
2001-12-10,60.46
2001-12-11,60.94
2001-12-12,59.5
2001-12-13,60.65
2001-12-14,61.46
2001-12-17,62.85
2001-12-18,63.36
2001-12-19,64.61
2001-12-20,63.33
2001-12-21,63.7
2001-12-24,64.06
2001-12-26,64.55
2001-12-27,65.56
2001-12-28,64.85
2001-12-31,64.63
2002-01-02,64.34
2002-01-03,66.0
2002-01-04,65.82
2002-01-07,65.85
2002-01-08,64.84
2002-01-09,65.17
2002-01-10,64.35
2002-01-11,63.84
2002-01-14,62.24
2002-01-15,61.12
2002-01-16,59.37
2002-01-17,63.35
2002-01-18,63.65
2002-01-22,64.75
2002-01-23,64.2
2002-01-24,65.55
2002-01-25,66.4
2002-01-28,67.72
2002-01-29,66.0
2002-01-30,65.96
2002-01-31,68.73
2002-02-01,70.05
2002-02-04,66.99
2002-02-05,67.37
2002-02-06,67.8
2002-02-07,67.38
2002-02-08,68.08
2002-02-11,69.1
2002-02-12,68.4
2002-02-13,69.91
2002-02-14,69.48
2002-02-15,69.27
2002-02-19,68.21
2002-02-20,70.0
2002-02-21,69.15
2002-02-22,69.7
2002-02-25,70.05
2002-02-26,71.8
2002-02-27,72.95
2002-02-28,72.95
2002-03-01,74.2
2002-03-04,77.25
2002-03-05,73.9
2002-03-06,75.0
2002-03-07,74.69
2002-03-08,75.32
2002-03-11,75.69
2002-03-12,75.0
2002-03-13,73.89
2002-03-14,74.65
2002-03-15,74.35
2002-03-18,73.7
2002-03-19,74.1
2002-03-20,73.22
2002-03-21,72.96
2002-03-22,72.85
2002-03-25,71.7
2002-03-26,72.0
2002-03-27,73.75
2002-03-28,74.2
2002-04-01,74.3
2002-04-02,74.24
2002-04-03,72.85
2002-04-04,73.46
2002-04-05,72.8
2002-04-08,73.95
2002-04-09,72.9
2002-04-10,75.0
2002-04-11,74.35
2002-04-12,72.79
2002-04-15,71.85
2002-04-16,73.08
2002-04-17,69.8
2002-04-18,67.25
2002-04-19,68.95
2002-04-22,69.75
2002-04-23,69.25
2002-04-24,68.44
2002-04-25,69.15
2002-04-26,68.35
2002-04-29,67.9
2002-04-30,70.17
2002-05-01,70.61
2002-05-02,69.51
2002-05-03,69.63
2002-05-06,67.34
2002-05-07,68.15
2002-05-08,70.3
2002-05-09,69.5
2002-05-10,68.75
2002-05-13,69.55
2002-05-14,70.9
2002-05-15,70.45
2002-05-16,69.85
2002-05-17,70.3
2002-05-20,69.3
2002-05-21,68.01
2002-05-22,68.28
2002-05-23,69.2
2002-05-24,69.12
2002-05-28,68.32
2002-05-29,68.2
2002-05-30,68.3
2002-05-31,68.87
2002-06-03,66.2
2002-06-04,66.16
2002-06-05,68.52
2002-06-06,67.95
2002-06-07,68.36
2002-06-10,69.09
2002-06-11,68.72
2002-06-12,69.95
2002-06-13,68.75
2002-06-14,68.25
2002-06-17,69.48
2002-06-18,69.85
2002-06-19,69.91
2002-06-20,68.8
2002-06-21,65.75
2002-06-24,66.5
2002-06-25,66.05
2002-06-26,64.85
2002-06-27,66.9
2002-06-28,67.9
2002-07-01,66.32
2002-07-02,65.1
2002-07-03,64.83
2002-07-05,69.25
2002-07-08,68.1
2002-07-09,66.9
2002-07-10,64.2
2002-07-11,64.19
2002-07-12,63.31
2002-07-15,62.35
2002-07-16,61.9
2002-07-17,64.95
2002-07-18,64.45
2002-07-19,61.64
2002-07-22,60.0
2002-07-23,61.28
2002-07-24,64.5
2002-07-25,65.5
2002-07-26,65.79
2002-07-29,70.1
2002-07-30,71.0
2002-07-31,69.5
2002-08-01,67.95
2002-08-02,65.71
2002-08-05,63.1
2002-08-06,65.2
2002-08-07,67.16
2002-08-08,68.92
2002-08-09,68.9
2002-08-12,68.45
2002-08-13,62.47
2002-08-14,61.35
2002-08-15,61.75
2002-08-16,61.24
2002-08-19,63.26
2002-08-20,62.55
2002-08-21,61.26
2002-08-22,62.25
2002-08-23,60.48
2002-08-26,59.88
2002-08-27,60.4
2002-08-28,59.29
2002-08-29,58.76
2002-08-30,59.39
2002-09-03,56.68
2002-09-04,58.0
2002-09-05,56.89
2002-09-06,58.67
2002-09-09,59.13
2002-09-10,61.21
2002-09-11,62.32
2002-09-12,61.1
2002-09-13,58.0
2002-09-16,59.8
2002-09-17,58.15
2002-09-18,57.6
2002-09-19,57.2
2002-09-20,58.23
2002-09-23,57.41
2002-09-24,55.98
2002-09-25,57.64
2002-09-26,60.05
2002-09-27,56.67
2002-09-30,56.49
2002-10-01,59.06
2002-10-02,56.2
2002-10-03,55.44
2002-10-04,52.48
2002-10-07,51.36
2002-10-08,51.28
2002-10-09,49.19
2002-10-10,52.15
2002-10-11,55.06
2002-10-14,53.65
2002-10-15,55.23
2002-10-16,54.63
2002-10-17,60.0
2002-10-18,60.73
2002-10-21,63.6
2002-10-22,61.29
2002-10-23,61.8
2002-10-24,60.5
2002-10-25,61.95
2002-10-28,59.95
2002-10-29,61.25
2002-10-30,62.66
2002-10-31,61.67
2002-11-01,62.35
2002-11-04,62.7
2002-11-05,63.73
2002-11-06,65.83
2002-11-07,63.89
2002-11-08,63.01
2002-11-11,60.91
2002-11-12,62.22
2002-11-13,62.05
2002-11-14,62.65
2002-11-15,63.02
2002-11-18,61.58
2002-11-19,62.1
2002-11-20,63.45
2002-11-21,65.19
2002-11-22,63.62
2002-11-25,64.81
2002-11-26,63.03
2002-11-27,63.83
2002-11-29,62.47
2002-12-02,63.19
2002-12-03,61.55
2002-12-04,62.75
2002-12-05,61.16
2002-12-06,62.01
2002-12-09,60.6
2002-12-10,60.9
2002-12-11,61.29
2002-12-12,62.16
2002-12-13,60.1
2002-12-16,62.33
2002-12-17,61.75
2002-12-18,61.68
2002-12-19,61.35
2002-12-20,62.11
2002-12-23,61.6
2002-12-24,61.5
2002-12-26,61.51
2002-12-27,60.98
2002-12-30,61.44
2002-12-31,61.94
2003-01-02,63.41
2003-01-03,64.41
2003-01-06,65.0
2003-01-07,63.63
2003-01-08,63.25
2003-01-09,64.94
2003-01-10,64.32
2003-01-13,64.14
2003-01-14,64.31
2003-01-15,64.4
2003-01-16,66.21
2003-01-17,65.7
2003-01-21,64.99
2003-01-22,63.8
2003-01-23,65.4
2003-01-24,63.9
2003-01-27,62.85
2003-01-28,63.85
2003-01-29,63.85
2003-01-30,63.1
2003-01-31,63.58
2003-02-03,64.85
2003-02-04,64.42
2003-02-05,64.09
2003-02-06,63.9
2003-02-07,63.67
2003-02-10,63.98
2003-02-11,62.62
2003-02-12,60.5
2003-02-13,59.61
2003-02-14,61.95
2003-02-18,61.89
2003-02-19,62.2
2003-02-20,60.75
2003-02-21,61.52
2003-02-24,59.64
2003-02-25,59.55
2003-02-26,57.94
2003-02-27,58.64
2003-02-28,58.58
2003-03-03,57.8
2003-03-04,56.98
2003-03-05,56.78
2003-03-06,56.28
2003-03-07,57.12
2003-03-10,55.97
2003-03-11,54.23
2003-03-12,54.15
2003-03-13,57.36
2003-03-14,58.87
2003-03-17,60.98
2003-03-18,61.75
2003-03-19,61.8
2003-03-20,61.2
2003-03-21,63.98
2003-03-24,61.49
2003-03-25,61.6
2003-03-26,61.28
2003-03-27,60.02
2003-03-28,58.77
2003-03-31,57.78
2003-04-01,58.88
2003-04-02,60.39
2003-04-03,58.75
2003-04-04,60.06
2003-04-07,61.1
2003-04-08,60.74
2003-04-09,61.05
2003-04-10,61.2
2003-04-11,61.25
2003-04-14,62.45
2003-04-15,63.71
2003-04-16,62.27
2003-04-17,60.0
2003-04-21,60.94
2003-04-22,61.52
2003-04-23,61.24
2003-04-24,60.8
2003-04-25,60.38
2003-04-28,61.27
2003-04-29,61.88
2003-04-30,61.81
2003-05-01,61.66
2003-05-02,63.4
2003-05-05,62.17
2003-05-06,62.95
2003-05-07,63.25
2003-05-08,63.19
2003-05-09,64.8
2003-05-12,66.85
2003-05-13,67.28
2003-05-14,67.41
2003-05-15,67.77
2003-05-16,67.49
2003-05-19,66.59
2003-05-20,65.53
2003-05-21,65.69
2003-05-22,66.38
2003-05-23,66.05
2003-05-27,67.96
2003-05-28,68.21
2003-05-29,66.43
2003-05-30,68.25
2003-06-02,69.41
2003-06-03,69.39
2003-06-04,69.86
2003-06-05,70.63
2003-06-06,71.01
2003-06-09,69.24
2003-06-10,70.7
2003-06-11,72.75
2003-06-12,72.6
2003-06-13,72.11
2003-06-16,73.51
2003-06-17,73.13
2003-06-18,73.2
2003-06-19,71.9
2003-06-20,72.45
2003-06-23,70.81
2003-06-24,71.14
2003-06-25,70.6
2003-06-26,70.3
2003-06-27,70.6
2003-06-30,70.83
2003-07-01,71.29
2003-07-02,71.9
2003-07-03,71.44
2003-07-07,72.54
2003-07-08,73.94
2003-07-09,72.64
2003-07-10,71.79
2003-07-11,73.4
2003-07-14,72.64
2003-07-15,71.92
2003-07-16,72.19
2003-07-17,73.73
2003-07-18,74.49
2003-07-21,73.75
2003-07-22,76.0
2003-07-23,76.3
2003-07-24,74.85
2003-07-25,75.64
2003-07-28,76.66
2003-07-29,76.74
2003-07-30,76.4
2003-07-31,75.23
2003-08-01,75.24
2003-08-04,75.76
2003-08-05,74.37
2003-08-06,73.38
2003-08-07,72.97
2003-08-08,73.25
2003-08-11,73.0
2003-08-12,74.58
2003-08-13,74.69
2003-08-14,76.0
2003-08-15,76.48
2003-08-18,76.99
2003-08-19,78.73
2003-08-20,77.62
2003-08-21,79.41
2003-08-22,78.44
2003-08-25,77.98
2003-08-26,78.32
2003-08-27,78.75
2003-08-28,79.75
2003-08-29,80.25
2003-09-02,79.97
2003-09-03,79.7
2003-09-04,79.48
2003-09-05,78.05
2003-09-08,79.62
2003-09-09,78.64
2003-09-10,77.82
2003-09-11,78.29
2003-09-12,78.53
2003-09-15,78.2
2003-09-16,79.84
2003-09-17,79.26
2003-09-18,79.44
2003-09-19,79.15
2003-09-22,78.43
2003-09-23,79.26
2003-09-24,78.24
2003-09-25,78.2
2003-09-26,78.01
2003-09-29,79.26
2003-09-30,77.28
2003-10-01,79.88
2003-10-02,80.45
2003-10-03,81.8
2003-10-06,81.39
2003-10-07,81.77
2003-10-08,82.0
2003-10-09,82.6
2003-10-10,82.13
2003-10-13,83.21
2003-10-14,84.26
2003-10-15,83.7
2003-10-16,84.4
2003-10-17,83.74
2003-10-20,84.3
2003-10-21,83.88
2003-10-22,82.89
2003-10-23,82.97
2003-10-24,83.17
2003-10-27,83.97
2003-10-28,84.09
2003-10-29,84.5716
2003-10-30,85.75
2003-10-31,84.69
2003-11-03,85.8
2003-11-04,86.02
2003-11-05,86.4
2003-11-06,87.33
2003-11-07,86.68
2003-11-10,85.43
2003-11-11,85.26
2003-11-12,86.2
2003-11-13,86.45
2003-11-14,85.9
2003-11-17,84.99
2003-11-18,83.24
2003-11-19,83.09
2003-11-20,83.3
2003-11-21,83.9
2003-11-24,85.1
2003-11-25,85.41
2003-11-26,86.32
2003-11-28,85.7
2003-12-01,87.39
2003-12-02,87.56
2003-12-03,87.27
2003-12-04,87.95
2003-12-05,87.73
2003-12-08,88.55
2003-12-09,88.49
2003-12-10,88.27
2003-12-11,89.27
2003-12-12,91.6
2003-12-15,91.55
2003-12-16,93.52
2003-12-17,93.12
2003-12-18,93.83
2003-12-19,94.1
2003-12-22,95.05
2003-12-23,94.98
2003-12-24,94.06
2003-12-26,94.66
2003-12-29,95.54
2003-12-30,94.6
2003-12-31,94.77
2004-01-02,94.36
2004-01-05,94.93
2004-01-06,94.69
2004-01-07,95.0
2004-01-08,94.89
2004-01-09,93.52
2004-01-12,92.95
2004-01-13,93.4
2004-01-14,95.85
2004-01-15,95.4
2004-01-16,97.5
2004-01-20,94.8
2004-01-21,95.87
2004-01-22,95.23
2004-01-23,94.26
2004-01-26,95.22
2004-01-27,95.88
2004-01-28,95.35
2004-01-29,95.27
2004-01-30,95.54
2004-02-02,96.2
2004-02-03,96.14
2004-02-04,94.13
2004-02-05,94.5
2004-02-06,94.32
2004-02-09,94.87
2004-02-10,95.6
2004-02-11,95.71
2004-02-12,95.12
2004-02-13,94.63
2004-02-17,95.53
2004-02-18,97.36
2004-02-19,97.24
2004-02-20,96.62
2004-02-23,93.8
2004-02-24,91.83
2004-02-25,92.3
2004-02-26,89.88
2004-02-27,92.11
2004-03-01,92.2
2004-03-02,90.3
2004-03-03,90.52
2004-03-04,90.22
2004-03-05,89.9
2004-03-08,90.46
2004-03-09,88.75
2004-03-10,87.1
2004-03-11,85.63
2004-03-12,87.35
2004-03-15,87.9
2004-03-16,88.04
2004-03-17,88.8
2004-03-18,87.83
2004-03-19,85.4
2004-03-22,84.35
2004-03-23,84.38
2004-03-24,84.05
2004-03-25,85.9
2004-03-26,86.3
2004-03-29,85.85
2004-03-30,85.75
2004-03-31,86.3
2004-04-01,86.58
2004-04-02,87.74
2004-04-05,89.23
2004-04-06,89.75
2004-04-07,90.19
2004-04-08,89.8
2004-04-12,89.19
2004-04-13,88.08
2004-04-14,88.17
2004-04-15,88.14
2004-04-16,88.72
2004-04-19,88.2
2004-04-20,87.48
2004-04-21,85.02
2004-04-22,87.7
2004-04-23,88.93
2004-04-26,89.5
2004-04-27,89.94
2004-04-28,89.07
2004-04-29,86.98
2004-04-30,86.26
2004-05-03,86.95
2004-05-04,86.36
2004-05-05,86.12
2004-05-06,85.7
2004-05-07,85.18
2004-05-10,83.27
2004-05-11,83.15
2004-05-12,84.49
2004-05-13,83.46
2004-05-14,83.25
2004-05-17,82.34
2004-05-18,82.25
2004-05-19,81.95
2004-05-20,81.5
2004-05-21,81.56
2004-05-24,82.72
2004-05-25,83.99
2004-05-26,82.83
2004-05-27,84.09
2004-05-28,84.61
2004-06-01,84.66
2004-06-02,85.38
2004-06-03,85.23
2004-06-04,85.75
2004-06-07,87.07
2004-06-08,88.0
2004-06-09,87.85
2004-06-10,88.26
2004-06-14,88.1
2004-06-15,89.28
2004-06-16,88.8
2004-06-17,89.1
2004-06-18,89.95
2004-06-21,88.7
2004-06-22,87.83
2004-06-23,89.61
2004-06-24,90.0
2004-06-25,89.25
2004-06-28,89.14
2004-06-29,90.53
2004-06-30,91.48
2004-07-01,90.7
2004-07-02,89.49
2004-07-06,88.45
2004-07-07,88.55
2004-07-08,88.31
2004-07-09,89.76
2004-07-12,90.05
2004-07-13,90.37
2004-07-14,89.84
2004-07-15,91.0
2004-07-16,90.79
2004-07-19,89.91
2004-07-20,90.57
2004-07-21,92.67
2004-07-22,92.6
2004-07-23,92.09
2004-07-26,93.0
2004-07-27,94.5
2004-07-28,94.7
2004-07-29,94.1
2004-07-30,93.5
2004-08-02,93.98
2004-08-03,93.59
2004-08-04,93.6
2004-08-05,91.48
2004-08-06,90.05
2004-08-09,89.47
2004-08-10,91.28
2004-08-11,91.89
2004-08-12,90.79
2004-08-13,90.92
2004-08-16,92.73
2004-08-17,92.17
2004-08-18,92.9
2004-08-19,92.79
2004-08-20,94.02
2004-08-23,92.9
2004-08-24,93.65
2004-08-25,93.95
2004-08-26,93.58
2004-08-27,93.41
2004-08-30,93.31
2004-08-31,93.91
2004-09-01,93.95
2004-09-02,95.79
2004-09-03,94.29
2004-09-07,94.98
2004-09-08,94.8
2004-09-09,94.12
2004-09-10,94.42
2004-09-13,94.64
2004-09-14,94.35
2004-09-15,94.18
2004-09-16,94.87
2004-09-17,95.65
2004-09-20,95.05
2004-09-21,95.15
2004-09-22,93.71
2004-09-23,92.54
2004-09-24,92.14
2004-09-27,91.27
2004-09-28,92.35
2004-09-29,92.75
2004-09-30,93.38
2004-10-01,94.83
2004-10-04,94.55
2004-10-05,93.76
2004-10-06,93.72
2004-10-07,92.4
2004-10-08,92.43
2004-10-11,92.27
2004-10-12,92.32
2004-10-13,90.5
2004-10-14,90.71
2004-10-15,91.67
2004-10-18,90.0
2004-10-19,90.05
2004-10-20,89.9
2004-10-21,91.04
2004-10-22,91.0
2004-10-25,91.67
2004-10-26,92.6
2004-10-27,92.9
2004-10-28,92.07
2004-10-29,92.82
2004-11-01,94.8
2004-11-02,93.47
2004-11-03,95.01
2004-11-04,95.95
2004-11-05,97.25
2004-11-08,97.19
2004-11-09,97.21
2004-11-10,97.62
2004-11-11,97.48
2004-11-12,97.75
2004-11-15,97.98
2004-11-16,97.4
2004-11-17,97.36
2004-11-18,97.72
